"Id","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ContactId","Month","AllEmailsTrackedSentCount","AllEmailsHardBouncedCount","AllEmailsSoftBouncedCount","AllEmailsOutOfOfficeCount","AllCallsMeaningfulConnect","AllCallsNotInterested","AllCallsUnqualified","AllCallsLeftVoicemail","AllCallsCallBackLater","AllCallsUncategorized","UniqueEmailsOpenedCount","UniqueEmailsRepliedCount","UniqueEmailsLinkClickedCount","StartDateTime","EndDateTime","MonthInt","AllEmailsUntrackedSentCount","LinkClickTrackableSends","OpenTrackableSends","ReplyTrackableSends","SoftBounceTrackableSends","HardBounceTrackableSends","OutOfOfficeTrackableSends"
"0mL8a000000p6lKEAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 17:00:02","0058a00000L2IR7AAN","2023-04-26 17:00:02","0038a00003DORsNAAX","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lLEAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:50:03","0058a00000L2IR7AAN","2023-04-26 16:50:03","0038a000037KP0dAAG","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lMEAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:51:42","0058a00000L2IR7AAN","2023-04-26 16:51:42","0038a00003C5anxAAB","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lNEAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:50:52","0058a00000L2IR7AAN","2023-04-26 16:50:52","0038a00003C5apsAAB","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lOEAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:50:52","0058a00000L2IR7AAN","2023-04-26 16:50:52","0038a000037KP20AAG","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lPEAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:50:52","0058a00000L2IR7AAN","2023-04-26 16:50:52","0038a000037KP0nAAG","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lQEAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:50:52","0058a00000L2IR7AAN","2023-04-26 16:50:52","0038a000037KP1CAAW","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lREAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:58:25","0058a00000L2IR7AAN","2023-04-26 16:58:25","0038a00003FWcqWAAT","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lSEAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:59:12","0058a00000L2IR7AAN","2023-04-26 16:59:12","0038a00003FWZItAAP","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lTEAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:58:25","0058a00000L2IR7AAN","2023-04-26 16:58:25","0038a00003FWZkfAAH","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lUEAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:59:13","0058a00000L2IR7AAN","2023-04-26 16:59:13","0038a00003DOS4sAAH","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lVEAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:50:52","0058a00000L2IR7AAN","2023-04-26 16:50:52","0038a00003C5aamAAB","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lWEAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:50:03","0058a00000L2IR7AAN","2023-04-26 16:50:03","0038a00003C5aaEAAR","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lXEAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:50:03","0058a00000L2IR7AAN","2023-04-26 16:50:03","0038a000037JQI5AAO","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lYEAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:59:12","0058a00000L2IR7AAN","2023-04-26 16:59:12","0038a00003FWZkgAAH","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lZEAQ","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:50:52","0058a00000L2IR7AAN","2023-04-26 16:50:52","0038a00003C5adbAAB","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6laEAA","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-13 17:46:50","0058a00000L2IR7AAN","2023-04-13 17:46:50","0038a00003A0xXEAAZ","2023-04-01 00:00:00","1","","","","","","","","","","1","","","","","202304","","","1","","1","1",""
"0mL8a000000p6lbEAA","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:50:52","0058a00000L2IR7AAN","2023-04-26 16:50:52","0038a00003C5aZeAAJ","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lcEAA","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:50:52","0058a00000L2IR7AAN","2023-04-26 16:50:52","0038a000037KP1NAAW","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6ldEAA","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:50:52","0058a00000L2IR7AAN","2023-04-26 16:50:52","0038a00003C5anwAAB","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6leEAA","0","","MXN","2023-04-13 17:46:01","0058a00000L2IR7AAN","2023-04-26 16:50:02","0058a00000L2IR7AAN","2023-04-26 16:50:02","0038a000037KOzQAAW","2023-04-01 00:00:00","2","","","","","","","","","","1","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lfEAA","0","","MXN","2023-04-13 17:46:02","0058a00000L2IR7AAN","2023-04-26 17:06:41","0058a00000L2IR7AAN","2023-04-26 17:06:41","0038a00003A1ZYlAAN","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lgEAA","0","","MXN","2023-04-13 17:46:02","0058a00000L2IR7AAN","2023-04-26 17:13:22","0058a00000L2IR7AAN","2023-04-26 17:13:22","0038a00003A1ZYRAA3","2023-04-01 00:00:00","2","","","","","","","","","","2","","","","","202304","","","2","","2","2",""
"0mL8a000000p6lhEAA","0","","MXN","2023-04-13 17:46:02","0058a00000L2IR7AAN","2023-04-26 16:59:12","0058a00000L2IR7AAN","2023-04-26 16:59:12","0038a00003DNpgTAAT","2023-04-01 00:00:00","2","","","","","","","","","","","","","","","202304","","","2","","2","2",""
"0mL8a000000p6liEAA","0","","MXN","2023-04-13 17:46:02","0058a00000L2IR7AAN","2023-04-26 19:54:14","0058a00000L2IR7AAN","2023-04-26 19:54:14","0038a00003DP2MaAAL","2023-04-01 00:00:00","2","","","","","","","","","","1","","","","","202304","","","2","","2","2",""
"0mL8a000000p7qhEAA","0","","MXN","2023-04-26 16:43:22","0058a00000L2IR7AAN","2023-04-26 16:43:22","0058a00000L2IR7AAN","2023-04-26 16:43:22","0038a00003HUN3YAAX","2023-04-01 00:00:00","1","","","","","","","","","","1","","","","","202304","","","1","","","",""
"0mL8a000000p7qmEAA","0","","MXN","2023-04-26 16:50:02","0058a00000L2IR7AAN","2023-04-26 16:50:02","0058a00000L2IR7AAN","2023-04-26 16:50:02","0038a00003HUN6SAAX","2023-04-01 00:00:00","1","","","","","","","","","","","","","","","202304","","","1","","1","1",""
"0mL8a000000p7qnEAA","0","","MXN","2023-04-26 16:50:02","0058a00000L2IR7AAN","2023-04-26 16:58:25","0058a00000L2IR7AAN","2023-04-26 16:58:25","0038a00003C69LnAAJ","2023-04-01 00:00:00","1","1","","","","","","","","","","","","","","202304","","","1","","1","1",""
"0mL8a000000p7qwEAA","0","","MXN","2023-04-26 16:58:23","0058a00000L2IR7AAN","2023-04-26 16:58:25","0058a00000L2IR7AAN","2023-04-26 16:58:25","0038a00003HUN4mAAH","2023-04-01 00:00:00","1","","","","","","","","","","1","","","","","202304","","","1","","1","1",""
"0mL8a000000p7qxEAA","0","","MXN","2023-04-26 16:58:23","0058a00000L2IR7AAN","2023-04-26 16:59:12","0058a00000L2IR7AAN","2023-04-26 16:59:12","0038a00003HUNBHAA5","2023-04-01 00:00:00","1","","","","","","","","","","1","","","","","202304","","","1","","1","1",""
"0mL8a000000p7qyEAA","0","","MXN","2023-04-26 16:58:23","0058a00000L2IR7AAN","2023-04-26 16:59:12","0058a00000L2IR7AAN","2023-04-26 16:59:12","0038a00003HUN3ZAAX","2023-04-01 00:00:00","1","","","","","","","","","","1","","","","","202304","","","1","","1","1",""
"0mL8a000000p7qzEAA","0","","MXN","2023-04-26 16:58:23","0058a00000L2IR7AAN","2023-04-26 16:59:12","0058a00000L2IR7AAN","2023-04-26 16:59:12","0038a00003HUN9MAAX","2023-04-01 00:00:00","1","","","","","","","","","","1","","","","","202304","","","1","","1","1",""
"0mL8a000000p7r0EAA","0","","MXN","2023-04-26 16:58:23","0058a00000L2IR7AAN","2023-04-26 16:59:12","0058a00000L2IR7AAN","2023-04-26 16:59:12","0038a00003HUN4nAAH","2023-04-01 00:00:00","1","","","","","","","","","","1","","","","","202304","","","1","","1","1",""
"0mL8a000000p7r1EAA","0","","MXN","2023-04-26 16:58:24","0058a00000L2IR7AAN","2023-04-26 17:00:02","0058a00000L2IR7AAN","2023-04-26 17:00:02","0038a00003A1AczAAF","2023-04-01 00:00:00","1","","","","","","","","","","1","","","","","202304","","","1","","1","1",""
"0mL8a000000pD0pEAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:54","0058a00000L2IR7AAN","2023-05-29 20:44:54","0038a00003C5aoyAAB","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD0qEAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 21:20:43","0058a00000L2IR7AAN","2023-05-29 21:20:43","0038a00003HYCalAAH","2023-05-01 00:00:00","4","","","","","","","","","","4","","","","","202305","","","4","","4","4",""
"0mL8a000000pD0rEAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0038a00003C5aprAAB","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD0sEAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0038a00003HUN6SAAX","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD0tEAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0038a00003A16dsAAB","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD0uEAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:55","0058a00000L2IR7AAN","2023-05-29 20:44:55","0038a00003C5aQrAAJ","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD0vEAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0038a000037KOyOAAW","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD0wEAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0038a00003C5abVAAR","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD0xEAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:54","0058a00000L2IR7AAN","2023-05-29 20:44:54","0038a00003C5aaEAAR","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD0yEAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0038a000037KP1MAAW","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD0zEAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:54","0058a00000L2IR7AAN","2023-05-29 20:44:54","0038a00003C5acnAAB","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD10EAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:54","0058a00000L2IR7AAN","2023-05-29 20:44:54","0038a00003A1ZVDAA3","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD11EAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:54","0058a00000L2IR7AAN","2023-05-29 20:44:54","0038a000037KP0dAAG","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD12EAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0038a00003C5anxAAB","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD13EAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:54","0058a00000L2IR7AAN","2023-05-29 20:44:54","0038a00003C5apsAAB","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD14EAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:54","0058a00000L2IR7AAN","2023-05-29 20:44:54","0038a00003C5aZfAAJ","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD15EAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0038a000037KP1CAAW","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD16EAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0038a000037KP20AAG","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD17EAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0038a000037KP0nAAG","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD18EAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0038a00003C5aamAAB","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD19EAE","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:53","0038a000037JQI5AAO","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1AEAU","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:54","0058a00000L2IR7AAN","2023-05-29 20:44:54","0038a00003C5adbAAB","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1BEAU","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:54","0058a00000L2IR7AAN","2023-05-29 20:44:54","0038a00003HYCcDAAX","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1CEAU","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:54","0058a00000L2IR7AAN","2023-05-29 20:44:54","0038a00003C5aZeAAJ","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1DEAU","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:54","0058a00000L2IR7AAN","2023-05-29 20:44:54","0038a000037KP1NAAW","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1EEAU","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:54","0058a00000L2IR7AAN","2023-05-29 20:44:54","0038a00003C5anwAAB","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1FEAU","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:44:54","0058a00000L2IR7AAN","2023-05-29 20:44:54","0038a000037KOzQAAW","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1GEAU","0","","MXN","2023-05-29 20:44:53","0058a00000L2IR7AAN","2023-05-29 20:52:24","0058a00000L2IR7AAN","2023-05-29 20:52:24","0038a00003HUN3YAAX","2023-05-01 00:00:00","4","","","","","","","","","","4","","","","","202305","","","4","","4","4",""
"0mL8a000000pD1HEAU","0","","MXN","2023-05-29 20:51:34","0058a00000L2IR7AAN","2023-05-29 20:51:36","0058a00000L2IR7AAN","2023-05-29 20:51:36","0038a000037JAByAAO","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1IEAU","0","","MXN","2023-05-29 20:51:34","0058a00000L2IR7AAN","2023-05-29 20:51:34","0058a00000L2IR7AAN","2023-05-29 20:51:34","0038a00003A1AczAAF","2023-05-01 00:00:00","1","","","","","","","","","","","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1JEAU","0","","MXN","2023-05-29 20:51:34","0058a00000L2IR7AAN","2023-05-29 20:51:34","0058a00000L2IR7AAN","2023-05-29 20:51:34","0038a00003A0xXEAAZ","2023-05-01 00:00:00","1","","","","","","","","","","","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1KEAU","0","","MXN","2023-05-29 20:51:34","0058a00000L2IR7AAN","2023-05-29 20:51:35","0058a00000L2IR7AAN","2023-05-29 20:51:35","0038a00003DORsNAAX","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1LEAU","0","","MXN","2023-05-29 20:51:34","0058a00000L2IR7AAN","2023-05-29 20:51:34","0058a00000L2IR7AAN","2023-05-29 20:51:34","0038a00003DOS3VAAX","2023-05-01 00:00:00","1","","","","","","","","","","","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1MEAU","0","","MXN","2023-05-29 20:51:34","0058a00000L2IR7AAN","2023-05-29 20:52:22","0058a00000L2IR7AAN","2023-05-29 20:52:22","0038a00003DOS4sAAH","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1NEAU","0","","MXN","2023-05-29 20:51:34","0058a00000L2IR7AAN","2023-05-29 20:51:34","0058a00000L2IR7AAN","2023-05-29 20:51:34","0038a00003A0xXDAAZ","2023-05-01 00:00:00","1","","","","","","","","","","","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1OEAU","0","","MXN","2023-05-29 20:52:22","0058a00000L2IR7AAN","2023-05-29 20:52:24","0058a00000L2IR7AAN","2023-05-29 20:52:24","0038a00003HUN4mAAH","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1PEAU","0","","MXN","2023-05-29 20:52:22","0058a00000L2IR7AAN","2023-05-29 20:52:24","0058a00000L2IR7AAN","2023-05-29 20:52:24","0038a00003HUN9MAAX","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1QEAU","0","","MXN","2023-05-29 20:52:22","0058a00000L2IR7AAN","2023-05-29 20:52:24","0058a00000L2IR7AAN","2023-05-29 20:52:24","0038a00003HUNBHAA5","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1REAU","0","","MXN","2023-05-29 20:52:22","0058a00000L2IR7AAN","2023-05-29 20:52:24","0058a00000L2IR7AAN","2023-05-29 20:52:24","0038a00003HUN4nAAH","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1TEAU","0","","MXN","2023-05-29 20:52:23","0058a00000L2IR7AAN","2023-05-29 20:52:25","0058a00000L2IR7AAN","2023-05-29 20:52:25","0038a00003A1ZaSAAV","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1UEAU","0","","MXN","2023-05-29 20:52:23","0058a00000L2IR7AAN","2023-05-29 20:53:13","0058a00000L2IR7AAN","2023-05-29 20:53:13","0038a00003FWZkgAAH","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1VEAU","0","","MXN","2023-05-29 20:52:23","0058a00000L2IR7AAN","2023-05-29 20:52:25","0058a00000L2IR7AAN","2023-05-29 20:52:25","0038a00003FWZIuAAP","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1WEAU","0","","MXN","2023-05-29 20:52:23","0058a00000L2IR7AAN","2023-05-29 20:53:13","0058a00000L2IR7AAN","2023-05-29 20:53:13","0038a00003HUN3ZAAX","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1XEAU","0","","MXN","2023-05-29 20:52:23","0058a00000L2IR7AAN","2023-05-29 20:52:25","0058a00000L2IR7AAN","2023-05-29 20:52:25","0038a00003FWcqWAAT","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1YEAU","0","","MXN","2023-05-29 20:52:23","0058a00000L2IR7AAN","2023-05-29 20:52:25","0058a00000L2IR7AAN","2023-05-29 20:52:25","0038a00003FWZkfAAH","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1ZEAU","0","","MXN","2023-05-29 20:52:23","0058a00000L2IR7AAN","2023-05-29 20:52:23","0058a00000L2IR7AAN","2023-05-29 20:52:23","0038a00003FWZMWAA5","2023-05-01 00:00:00","1","","","","","","","","","","","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1aEAE","0","","MXN","2023-05-29 20:52:23","0058a00000L2IR7AAN","2023-05-29 20:52:25","0058a00000L2IR7AAN","2023-05-29 20:52:25","0038a00003FWZItAAP","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1bEAE","0","","MXN","2023-05-29 21:01:33","0058a00000L2IR7AAN","2023-05-29 21:01:33","0058a00000L2IR7AAN","2023-05-29 21:01:33","0038a00003HYCfHAAX","2023-05-01 00:00:00","1","","","","","","","","","","","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1cEAE","0","","MXN","2023-05-29 21:01:33","0058a00000L2IR7AAN","2023-05-29 21:08:12","0058a00000L2IR7AAN","2023-05-29 21:08:12","0038a00003HYCdCAAX","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1dEAE","0","","MXN","2023-05-29 21:01:33","0058a00000L2IR7AAN","2023-05-29 21:01:33","0058a00000L2IR7AAN","2023-05-29 21:01:33","0038a00003F9AAeAAN","2023-05-01 00:00:00","1","","","","","","","","","","","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1eEAE","0","","MXN","2023-05-29 21:01:33","0058a00000L2IR7AAN","2023-05-30 21:01:18","0058a00000L2IR7AAN","2023-05-30 21:01:18","0038a00003DN95zAAD","2023-05-01 00:00:00","1","","1","","","","","","","","","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1fEAE","0","","MXN","2023-05-29 21:01:33","0058a00000L2IR7AAN","2023-05-29 21:08:13","0058a00000L2IR7AAN","2023-05-29 21:08:13","0038a00003HYCeiAAH","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
"0mL8a000000pD1gEAE","0","","MXN","2023-05-29 21:01:33","0058a00000L2IR7AAN","2023-05-29 21:08:12","0058a00000L2IR7AAN","2023-05-29 21:08:12","0038a00003F9I02AAF","2023-05-01 00:00:00","1","","","","","","","","","","1","","","","","202305","","","1","","1","1",""
